TT_common_0001|{z ao3 z ai4 y i4 b ai3 w uan4 n ian2 q ian2 sp l an2 t ian2 g u3 r en2 l ei4 j iou4 z ai4 zh e4 l i3 j ian4 z ao4 l e5 j v4 l uo4 sp}|早在一百万年前，蓝田古人类就在这里建造了聚落。
TT_common_0017|{x iao3 b o1 t e4 sh iii4 j ve2 j in1 er4 l ing2 y i1 b a1 n ian2 d e5 x in1 r en2 sp g uo4 q v4 l iang3 g e5 s ai4 j i4 ch eng2 zh ang3 f ei1 k uai4 sp b en3 s ai4 j i4 b ei4 zh uo2 sh eng1 w uei2 zh u3 l i4 sp}|小波特是掘金二零一八年的新人，过去两个赛季成长飞快，本赛季被擢升为主力。
TT_common_0018|{q iou1 t ian1 d e5 d i4 y i1 b ei1 n ai3 ch a2 sp d ao4 d i3 sh iii4 g e5 sh en2 m e5 g eng3 sp}|秋天的第一杯奶茶，到底是个什么梗？
TT_common_0019|{h en3 d uo1 r en2 y iao4 m e5 x van3 z e2 l iou2 z ai4 d a4 x ve2 s uo3 z ai4 sh eng3 sh iii4 sp y iao4 m e5 x van3 z e2 q v4 l in2 j in4 d e5 f a1 d a2 sh eng3 sh iii4 sp}|很多人要么选择留在大学所在省市，要么选择去邻近的发达省市。
TT_common_0020|{ch u2 l e5 sh eng3 sh iii4 q v4 x iang4 sp g ao1 x iao4 b i4 y ie4 sh eng1 d e5 x in1 ch ou2 y ie3 b ei4 sh ou4 g uan1 zh u4 sp}|除了省市去向，高校毕业生的薪酬也备受关注。
TT_common_0021|{g uan3 t a1 ch ou2 m an3 t ian1 x ia4 sp w uo3 g ua1 m ei3 r u2 h ua4 sp}|管他丑满天下，我瓜美如画！
TT_common_0022|{g ao1 k ao3 x ing2 sh iii4 h en3 y ian2 j vn4 sp}|高考形势很严峻。
TT_common_0023|{n an2 f ang1 d e5 h uen1 q ian2 c ai2 ch an3 h uen1 h ou4 g uei1 w uei2 f u1 q i1 g ong4 t ong2 s uo2 y iou3 sp q ian2 g uei1 n v3 f ang1 zh ang2 g uan3 sp d uei4 y v2 sh eng1 y v4 h e2 j iao4 y v4 w uen4 t i2 sp y i3 n v3 f ang1 y i4 j ian4 w uei2 zh u3 sp}|男方的婚前财产婚后归为夫妻共同所有，钱归女方掌管，对于生育和教育问题，以女方意见为主。
TT_common_0024|{y i1 y ve4 l iou4 h ao4 sp m ei3 g uo2 g uo2 h uei4 d a4 sh a4 b ei4 t e4 l ang2 p u3 zh iii1 ch iii2 zh e3 ch ong1 j i1 ch eng2 g ong1 sp z ao4 ch eng2 y i2 p ian4 h uen4 l uan4 sp j v3 sh iii4 h ua2 r an2 sp}|一月六号，美国国会大厦被特朗普支持者冲击成功，造成一片混乱，举世哗然。
TT_common_0025|{j ing4 w uai4 sh u1 r u4 x ian4 y iou3 q ve4 zh en3 b ing4 l i4 er4 b ai3 b a1 sh iii2 y i1 l i4 sp x ian4 y iou3 y i2 s ii4 b ing4 l i4 y i2 l i4 sp}|境外输入现有确诊病例二百八十一例，现有疑似病例一例。
TT_common_0026|{l uo4 sh an1 j i1 h u2 r en2 d uei4 d e5 l e4 b u4 l ang3 p ing2 j ie4 b u4 s u2 b iao3 x ian4 g ao1 j v1 sh ou3 w uei4 sp d a2 l a1 s ii1 d u2 x ing2 x ia2 d uei4 d e5 d ong1 q i4 q i2 h e2 l uo4 sh an1 j i1 k uai4 ch uan2 d uei4 d e5 q iao2 zh iii4 f en1 l ie4 er4 s an1 w uei4 sp}|洛杉矶湖人队的勒布朗凭借不俗表现高居首位，达拉斯独行侠队的东契奇和洛杉矶快船队的乔治分列二三位。
TT_common_0027|{k an4 n a4 sh uang1 sh ou3 sp h ao3 x iang4 z ai4 n ao2 d a4 x iong2 d e5 y iang3 y iang5 sp}|看那双手，好像在挠大熊的痒痒。
TT_common_0028|{w uo3 g uo2 ch eng2 w uei2 q van2 q iou2 w uei2 y i1 sh iii2 x ian4 j ing1 j i4 zh eng4 z eng1 zh ang3 d e5 zh u3 y iao4 j ing1 j i4 t i3 sp s an1 d a4 g ong1 j ian1 zh an4 q v3 d e2 j ve2 d ing4 x ing4 ch eng2 j iou4 sp k e1 j i4 ch uang4 x in1 q v3 d e2 zh ong4 d a4 j in4 zh an3 sp g ai3 g e2 k ai1 f ang4 sh iii2 x ian4 zh ong4 y iao4 t u1 p o4 sp m in2 sh eng1 d e2 d ao4 y iou3 l i4 b ao3 zh ang4 sp}|我国成为全球唯一实现经济正增长的主要经济体，三大攻坚战取得决定性成就，科技创新取得重大进展，改革开放实现重要突破，民生得到有力保障。
TT_common_0029|{ch uen1 f eng1 w uei4 ch uen1 t ian1 l i3 d ong4 t ing1 d e5 g e1 y iao2 sp h uan4 x ing3 l e5 w uan4 w u4 m eng2 f a1 sp}|春风为春天里动听的歌谣，唤醒了万物萌发。
TT_common_0030|{y vn4 ch ou2 w uei2 w uo4 d e5 b a4 z ong2 m a3 s ii1 k e4 sh ang4 x ian4 l e5 sp}|运筹帷幄的霸总马斯克上线了。
TT_common_0031|{sh eng1 h uo2 sh iii4 c an2 k u4 d e5 sp c ong2 ch uen1 d ao4 d ong1 sp ch ong2 f u4 zh e5 y i2 y iang4 d e5 l i2 q i2 q v1 zh e2 sp}|生活是残酷的，从春到冬，重复着一样的离奇曲折。
TT_common_0032|{sh iii2 j ian1 zh en1 k uai4 sp y iou4 d ao4 l e5 y i4 n ian2 zh iii1 w uei3 sp}|时间真快，又到了一年之尾。
TT_common_0033|{t a1 w uei4 g e4 r en2 h e2 q i3 y ie4 zh ang3 w uo4 h u4 l ian2 w uang3 s ii1 w uei2 z ai4 g ong1 z uo4 sp sh eng1 h uo2 h e2 sh ang1 y ie4 zh ong1 d e5 j v4 d a4 ch uang4 x in1 h e2 j i1 y v4 sp r u2 h e2 z ai4 h u4 l ian2 w uang3 s ii1 w uei2 x ia4 y vn4 z uo4 sp y i3 j i2 r u2 h e2 l i4 y iong4 h u4 l ian2 w uang3 s ii1 w uei2 j in4 x ing2 sh eng1 j i2 h e2 g ai3 z ao4 t i2 g ong1 l e5 z uei4 sh iii2 y iong4 d e5 zh iii2 d ao3 sp}|它为个人和企业掌握互联网思维在工作、生活和商业中的巨大创新和机遇，如何在互联网思维下运作，以及如何利用互联网思维进行升级和改造提供了最实用的指导。
TT_common_0034|{t e4 l u3 d uo1 d ang4 t ian1 z ai4 q i2 g uan1 d i3 m en2 q ian2 j v3 x ing2 d e5 x in1 y i4 n ian2 sh ou3 c ii4 zh iii2 b o1 j i4 zh e3 h uei4 sh ang5 b iao3 sh iii4 sp j ia1 n a2 d a4 y iao4 zh en1 zh eng4 j ia1 k uai4 y i4 m iao2 j ie1 zh ong4 b u4 f a2 sp}|特鲁多当天在其官邸门前举行的新一年首次直播记者会上表示，加拿大要真正加快疫苗接种步伐。
TT_common_0035|{j vn1 b u2 j ian4 sp h uang2 h e2 zh iii1 sh uei3 t ian1 sh ang4 l ai2 sp b en1 l iou2 d ao4 h ai3 b u2 f u4 h uei2 sp}|君不见，黄河之水天上来，奔流到海不复回。
TT_common_0036|{sh an3 x i1 sh iii4 zh ong1 h ua2 m in2 z u2 zh ong4 y iao4 d e5 f a1 x iang2 d i4 zh iii1 y i1 sp}|陕西是中华民族重要的发祥地之一。
TT_common_0037|{n i3 d e5 z uei4 w uan3 y i1 d an1 sp sh iii4 b u5 sh iii5 h ai2 sh iii4 c ong2 g ong1 s ii1 j ia1 b an1 h uei2 j ia1 sp}|你的最晚一单，是不是还是从公司加班回家？
TT_common_0038|{j in1 t ang1 f ei2 n iou2 d e5 h ao3 ch iii1 sp b u2 sh iii4 r u4 k ou3 j iou4 sh ang4 t ou2 d e5 l a4 sp er2 sh iii4 x vn2 x v4 j ian4 j in4 sp f u4 y iou3 c eng2 c ii4 g an3 d e5 w uei4 d ao5 sp}|金汤肥牛的好吃，不是入口就上头的辣，而是循序渐进、富有层次感的味道。
TT_common_0039|{m ei2 m ei3 y v3 g ong4 sp w u2 j v4 b u4 t ong2 sp}|美美与共，无惧不同。
TT_common_0040|{j v4 l iao2 j ie3 sp t ian1 j in1 sh iii4 j in1 n ian2 l iang2 sh iii5 zh ong4 zh iii2 m ian4 j i1 d a2 l iou4 b ai3 l iou4 sh iii2 w u3 w uan4 m u3 sp y v4 j i4 q van2 n ian2 l iang2 sh iii5 z ong2 ch an3 l iang4 k e3 d a2 er4 sh iii2 d ian3 q i1 w u3 y i4 g ong1 j in1 sp}|据了解，天津市今年粮食种植面积达六百六十五万亩，预计全年粮食总产量可达二十点七五亿公斤。
TT_common_0041|{d an4 t a1 sh uo1 w uei2 d u2 y i2 j ian4 sh iii4 sp b i4 x v1 z a2 zh ong4 j in1 sp n a4 j iou4 sh iii4 h ai2 z ii5 d e5 j iao4 y v4 sp}|但她说唯独一件事，必须砸重金，那就是孩子的教育！
TT_common_0042|{zh e4 l ei4 w uen4 t i2 t ong2 t ong5 b ei4 d ing4 y i4 w uei2 h ei1 h e2 y iou1 h ua4 sp}|这类问题统统被定义为黑盒优化。
TT_common_0043|{t ou2 z ii1 zh e3 q van2 h eng2 z uei4 x in1 j iou4 y ie4 b ao4 g ao4 j i2 c ai2 zh eng4 c ii4 j i5 q ian2 j ing3 sp s an1 d a4 g u2 zh iii3 x v4 ch uang4 x in1 g ao1 sp}|投资者权衡最新就业报告及财政刺激前景，三大股指续创新高。
TT_common_0044|{ch en2 y i4 x vn4 t u1 r an2 z ai4 d ou3 y in1 f a1 b u4 l e5 d i4 y i1 t iao2 d uan3 sh iii4 p in2 sp y i4 k ai1 t ou2 sp ch en2 y i4 x vn4 j iou4 y iang2 y ian2 y iao4 m ai3 x ia4 d ou3 y in1 sp}|陈奕迅“突然”在抖音发布了第一条短视频，一开头，陈奕迅就“扬言”要买下抖音.
TT_common_0045|{b ei3 j ing1 x i1 zh an4 sh iii4 y ia4 zh ou1 z uei4 d a4 d e5 h uo3 ch e1 zh an4 sp sh iii4 q van2 g uo2 z uei4 d a4 d e5 t ie3 l u4 j iao1 t ong1 sh u1 n iou3 sp y ie3 sh iii4 w uo3 g uo2 d uei4 w uai4 k ai1 f ang4 d e5 zh ong4 y iao4 ch uang1 k ou3 sp}|北京西站是亚洲最大的火车站，是全国最大的铁路交通枢纽，也是我国对外开放的重要窗口。
TT_common_0046|{b ian1 ch eng2 b u4 zh iii3 x iang1 x i1 y i4 j ia1 sp d an4 sh en3 c ong2 w uen2 x ie3 ch u1 l e5 x iang1 x i1 d e5 sh en2 c ai3 sp h uang2 y iong3 y v4 m iao2 h ua4 zh e5 t u3 j ia1 d e5 f eng1 y vn4 sp h e4 l ong2 y iou2 c ii3 d e5 k ai1 t uo4 b o1 l an2 zh uang4 k uo4 d e5 sh iii4 y ie4 sp}|边城不止湘西一家，但沈从文写出了湘西的神采，黄永玉描画着土家的风韵，贺龙由此地开拓波澜壮阔的事业。
TT_common_0047|{y vn2 w u4 y iou3 sh iii2 w uan3 r u2 y v4 d ai4 p ing2 w uo4 f eng1 l uan2 sh an1 j ian1 sp y iou3 sh iii2 ch uei1 y ian1 n iao3 r ao4 sp b o2 w u4 q ing1 x van2 sp}|云雾有时宛如玉带平卧峰峦山涧，有时炊烟袅绕，薄雾轻旋。
TT_common_0048|{zh iii1 q ian2 j i3 c ii4 x van3 b a2 s ai4 d ou1 b ei4 y ia1 zh u4 sp t e4 b ie2 b ie1 q v5 sp s uo2 y i3 sh uen4 l i4 w uan2 ch eng2 z uei4 h ou4 y i2 g e4 m o2 k uai4 r en4 w u5 sh iii2 sp f ei1 ch ang2 k ai1 x in1 sp}|之前几次选拔赛都被压住，特别憋屈，所以顺利完成最后一个模块任务时，非常开心！
TT_common_0049|{g ua1 d a4 sh iii4 zh ong1 g uo2 w uei2 y i1 y i4 s uo2 y i3 t ong2 sh iii2 f a1 zh an3 h ang2 k ong1 sp h ang2 t ian1 sp h ang2 h ai3 g ong1 ch eng2 j iao4 y v4 h e2 k e1 x ve2 y ian2 j iou1 w uei2 t e4 s e4 d e5 q van2 g uo2 zh ong4 d ian3 d a4 x ve2 sp}|瓜大是中国唯一一所以同时发展航空、航天、航海工程教育和科学研究为特色的全国重点大学。
TT_common_0050|{x i1 h an4 m o4 n ian2 sp n ong2 m in2 q i3 y i4 b u2 d uan4 sp w uai4 q i4 sh iii4 l i5 r iii4 j ian4 sh iii4 y ian4 sp}|西汉末年，农民起义不断，外戚势力日渐势焰。
TT_common_0051|{q ian2 f ang1 w u3 sh iii2 m i3 y iou3 ch ao1 s u4 j ian1 k ong4 sp}|前方五十米有超速监控。
TT_common_0052|{z uei4 j in4 sp ou1 w uen2 z ai4 l an2 w uang3 y iou4 sh eng1 ch u1 sh iii4 d uan1 sp t a1 y in1 w uei4 g e4 r en2 y van2 y in1 er2 l i2 d uei4 sp b i3 s ai4 y ie3 sh iii4 q ve1 x i2 sp y i1 sh iii2 j ian1 y in3 f a1 g e4 zh ong3 c ai1 c e4 sp}|最近，欧文在篮网又生出事端，他因为“个人原因”而离队，比赛也是缺席，一时间引发各种猜测。
TT_common_0053|{z ai4 y i2 d ong4 h u4 l ian2 w uang3 sh iii2 d ai4 sp n i3 b i4 x v1 d a3 sh iii2 h uan2 sp}|在移动互联网时代，你必须打十环！
TT_common_0054|{g ai1 g ong1 z uo4 r en2 y van2 y v3 q i4 w uen1 r ou2 sp d a2 f u4 y iou3 t iao2 l i3 sp l uo2 j i5 q ing1 x i1 sp t ing1 l e5 t a1 d e5 d a2 f u4 y i3 h ou4 sp w uo2 y i3 zh iii1 x iao3 l iou2 ch eng2 y i3 j i2 x ia4 y i2 b u4 x vn2 w uen4 d e5 zh u2 g uan3 b u4 m en2 sp}|该工作人员语气温柔，答复有条理，逻辑清晰，听了她的答复以后，我已知晓流程以及下一步询问的主管部门。
TT_common_0055|{x iang3 x iang4 zh ong1 d e5 h e2 h ua1 g ai1 sh iii4 g an1 g an1 j ing4 j ing4 e1 e1 n uo2 n uo2 sp h an2 b ao1 d ai4 f ang4 sp w uan3 r uo4 sh ao4 n v3 y i4 b an1 sp}|想象中的荷花该是干干净净婀婀娜娜，含苞待放，婉若少女一般。
TT_common_0056|{g uo2 j ia1 an1 q van2 h an2 g ai4 l ing3 y v4 sh iii2 f en1 g uang3 f an4 sp z ai4 d ang3 h e2 g uo2 j ia1 g ong1 z uo4 q van2 j v2 zh ong1 d e5 zh ong4 y iao4 x ing4 r iii4 y i4 t u1 x ian3 sp}|国家安全涵盖领域十分广泛，在党和国家工作全局中的重要性日益凸显。
TT_common_0057|{n i3 d ou1 sh iii4 ch uen1 t ian1 d e5 f eng1 sp c ong2 h ua1 d uo3 d e5 l ian3 sh ang4 sp c ong2 x iao2 c ao3 d e5 t ou2 sh ang4 sp c ong2 f ei1 n iao3 d e5 x in1 zh ong1 sp n i3 d e5 l ian3 sh ang4 z ong3 sh iii4 zh an4 k ai1 l e5 ch uen1 t ian1 c an4 l an4 d e5 x iao4 r ong2 sp}|你都是春天的风，从花朵的脸上，从小草的头上，从飞鸟的心中，你的脸上总是绽开了春天灿烂的笑容。
TT_common_0058|{z ai4 t uei1 t e4 p ing2 t ai2 x van1 b u4 y iong2 j iou3 f eng1 j in4 t e4 l ang2 p u3 g e4 r en2 zh ang4 h ao4 h ou4 sp t e4 l ang2 p u3 b iao3 sh iii4 j iang1 z ai4 b u4 j iou3 d e5 j iang1 l ai2 j ian4 l i4 w uo3 m en5 z ii4 j i3 d e5 p ing2 t ai2 sp}|在推特平台宣布永久封禁特朗普个人账号后，特朗普表示将“在不久的将来建立我们自己的平台”。
TT_common_0059|{s ii1 j i1 d ang1 sh iii2 y ie2 h en3 ch a4 y i4 sp j iou4 b a3 ch e1 t ing2 z ai4 l u4 b ian1 sp g ei2 w uo3 d i4 l ai2 d e5 zh iii3 j in1 sp}|司机当时也很诧异，就把车停在路边，给我递来的纸巾。
TT_common_0060|{b u4 zh iii1 c ong2 h e2 sh iii2 q i3 sp y iou3 zh e5 y v2 q ian1 n ian2 l i4 sh iii3 d e5 f u2 zh ou1 h ua4 sp j ian4 j ian4 b ei4 l eng3 l uo4 sp}|不知从何时起，有着逾千年历史的福州话，渐渐被冷落。
TT_common_0061|{r e4 g uo1 l eng3 y iou2 sp x iao2 h uo3 sp f ang4 r u4 x ia1 t ou2 sp m an4 m an4 ao2 ch u1 x ia1 y iou2 sp}|热锅冷油，小火，放入虾头，慢慢熬出虾油。
TT_common_0062|{q v3 l e5 h ong2 zh iii4 g uei1 sp j iou3 er2 j iou3 zh iii1 sp h ong2 d e5 b ian4 l e5 q iang2 sh ang4 d e5 y i4 m o3 w uen2 z ii5 x ie3 sp b ai2 d e5 h ai2 sh iii4 ch uang1 q ian2 m ing2 y ve4 g uang1 sp q v3 l e5 b ai2 m ei2 g uei5 sp b ai2 d e5 b ian4 sh iii4 zh an1 z ai4 y i1 f u5 sh ang4 d e5 y i2 l i4 f an4 l i4 z ii5 sp h ong2 d e5 q ve4 sh iii4 x in1 k ou3 sh ang4 d e5 y i4 k e1 zh u1 sh a1 zh iii4 sp}|娶了红致瑰，久而久之，红的变了墙上的一抹蚊子血，白的还是窗前明月光；娶了白玫瑰，白的便是粘在衣服上的一粒饭粒子，红的却是心口上的一颗朱砂痣。
TT_common_0063|{c ong2 h ang2 y ie4 t e4 d ian3 l ai2 k an4 sp b ao1 k uo4 x in4 x i1 j i4 sh u4 sp h u4 l ian2 w uang3 sp j in1 r ong2 d eng3 z ai4 n ei4 d e5 sh iii4 j in4 n ian2 l ai2 d e5 g ao1 x in1 h ang2 y ie4 sp er2 y i4 x ie1 g ao1 x iao4 d e5 j iou4 y ie4 j ie2 g ou4 g eng4 p ian1 x iang4 y v2 c ii3 sp}|从行业特点来看，包括信息技术、互联网、金融等在内的是近年来的高薪行业，而一些高校的就业结构更偏向于此。
TT_common_0064|{z ai4 f ang2 j ian1 l i3 g uo4 r en4 w u5 sh u1 sp z u3 zh uang1 t iao2 sh iii4 sh e4 b ei4 sp d an1 x in1 m ou3 g e4 x i4 j ie2 b ei4 y i2 w uang4 sp d an1 x in1 zh uen3 b ei4 b u2 g ou4 ch ong1 z u2 sp}|在房间里过任务书，组装调试设备，担心某个细节被遗忘，担心准备不够充足。
TT_common_0065|{x iao3 h ai2 w uang4 g uo4 n ian2 sp l iang2 y ian3 d ou1 w uang4 ch uan1 sp}|小孩望过年，两眼都望穿。
TT_common_0066|{zh e4 y ie3 j iou4 sh iii4 w uei4 sh en2 m e5 h en3 d uo1 r en2 h uei4 g uan1 c e4 d ao4 sp z ai4 g ao1 w uei3 d u4 w uen4 t i2 zh ong1 sp b ei4 y ie4 s ii1 y iou1 h ua4 z ai4 sh ao3 l iang4 y iang4 b en3 x ia4 sp h uei4 g en1 s uei2 j i1 s ou1 s uo3 ch a4 b u4 d uo1 sp}|这也就是为什么很多人会观测到，在高纬度问题中，贝叶斯优化在少量样本下，会跟随机搜索差不多。
TT_common_0067|{c ong2 y i4 q ing2 k ai1 sh iii3 sp w uo3 ch a4 b u4 d uo1 y iou3 sh iii2 g e5 y ve4 d e5 sh iii2 j ian1 w uan2 q van2 t ing2 zh iii3 x vn4 l ian4 sp w uo3 y i4 zh iii2 n an2 y i3 ch ong2 x in1 zh ao3 d ao4 z uei4 ch u1 j ian4 sh en1 sh iii2 h ou4 d e5 r e4 q ing2 sp}|从疫情开始，我差不多有十个月的时间完全停止训练，我一直难以重新找到最初健身时候的热情。
TT_common_0068|{g uo2 t ai4 m in2 an1 sh iii4 r en2 m in2 q vn2 zh ong4 z uei4 j i1 b en3 sp z uei4 p u3 b ian4 d e5 y van4 w uang4 sp}|国泰民安是人民群众最基本、最普遍的愿望。
TT_common_0069|{r en2 sh eng1 j iou4 x iang4 y i2 c ii4 l v3 x ing2 sp z uo4 sh ang4 h uo3 ch e1 sp zh ong1 d ian3 sh ei2 y ie3 b u4 zh iii1 d ao4 sp}|人生就像一次旅行，坐上火车，终点谁也不知道。
TT_common_0070|{zh e4 y iang5 k an4 l ai2 sp zh e4 j i3 t ian1 r en2 m en5 d e5 h an2 n ai3 ch a2 l v4 sh iii2 z ai4 f ei1 ch ang2 g ao1 sp}|这样看来，这几天人们的含奶茶率实在非常高。
TT_common_0071|{w uo3 b ing4 b u4 zh iii1 d ao5 l ao2 sh e3 ch a2 g uan3 d e5 h ua1 ch a2 sh iii4 z en3 m e5 p ao4 ch u1 l ai2 d e5 sp d an4 sh iii4 w uo3 b u4 h uai2 y i2 zh e4 l i3 m ian4 d e5 g ong1 f u5 j iou4 sh iii4 zh e4 y iang4 sp}|我并不知道老舍茶馆的花茶是怎么泡出来的，但是我不怀疑这里面的功夫就是这样。
TT_common_0072|{w uo3 m en5 m ei3 g e4 r en2 d ou1 h uai2 ch uai1 m eng4 x iang3 sp d ou1 k e3 w uang4 m eng4 x iang3 ch eng2 zh en1 sp}|我们每个人都怀揣梦想，都渴望梦想成真。
TT_common_0073|{l an2 t ian2 d e5 w uen1 d u4 sh iii4 l ing2 x ia4 sh iii2 w u3 sh e4 sh iii4 d u4 sp}|蓝田的温度是零下十五摄氏度。
